"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
"1",0,1.37304913436987,2.29200298366351,0,0,0.422856850820033,1.56642052735041,0,2.60073846531312,0.422856850820033,0,0,0,4.98071853305826,2.62008142815625,0,0,0.422856850820033,0.422856850820033,3.69412881000008,0,1.75604138662598,2.17952500023682,0,1.31824089787487,2.73914078817224,0.816761136527122,3.11701793976158,0,0.422856850820033,0.456758402495715,2.64654800134442,5.89454781433035,0.422856850820033,1.99003495396425,2.90776350060803,0.862223510603879,0,0,1.48637781967687,3.67696667259769,0.719122666963206,0,2.87860691631658,1.47440162863016,1.8513515664303,6.1486931919042,1.13309846473928,4.38923741649124,0
"2",1.37304913436987,0,2.4672070726886,4.2218269949672,3.66894523921312,5.41211586628698,5.31811999384422,3.1536353029998,3.38528192635626,4.72131445269526,2.79856420864304,3.67962624863345,4.91921228628221,2.69391569016731,5.49241145956726,3.53253338372324,2.63151012397988,5.65119563855636,4.84832274165008,3.94004767287634,4.3188906383104,4.43269473366751,4.85531433912081,1.30405626288292,5.76651014666941,3.97721920498469,4.91536020139567,3.20402931675121,4.1605264691034,2.72544194381408,3.20829371553766,4.96063387033222,5.0582551831175,3.16035425324854,3.31895928342518,1.48637781967687,3.97820491230945,3.82405423248219,0.719122666963206,4.64337824082699,4.29978853643691,0.456758402495715,4.58818463962235,4.99436326898804,3.9067459483273,1.31824089787487,3.55534806148941,5.32352332617227,3.99093146684867,1.28966752543082
"3",2.29200298366351,2.4672070726886,0,0.744440474947496,0.947381318944186,2.59682456599199,3.16258390857581,3.01139839029839,4.56599157721157,2.22604501587171,1.35962611403773,3.40295023048957,1.08091271156871,3.85238473910842,3.61941654736569,1.28966752543082,4.28539979898481,2.63151012397988,2.73914078817224,4.91033020433269,3.21041911484998,2.0459936076123,3.53560558276021,0.422856850820033,3.76851722151063,1.6902900090632,0.719122666963206,3.76242335743631,3.76608413028599,1.88387475813586,1.27506872600967,2.14931122164032,3.02170775995725,1.34602046198195,4.12032004862536,4.29405786172792,2.79856420864304,3.30360389534199,1.02585293438568,3.01139839029839,6.49931205647973,3.17805383034795,1.41226984752315,3.44075541983129,3.23764592755019,3.76120011569356,5.07088832985528,2.33367568006408,4.97200388095582,0.967584026261706
"4",0,4.2218269949672,0.744440474947496,0,5.12302368784362,5.33475079802856,3.40819041715313,2.02537432040956,0.581921545449721,5.0712186353909,2.77258872223978,4.68893067051314,1.86774537620598,0.422856850820033,2.28666963768815,0,0,0,1.16643488500687,2.90199979589128,6.08269944858848,2.73914078817224,4.17195516492702,0,0,4.56489628685015,0,2.25956770791035,1.82624564529922,2.60852060575518,1.04454506739783,0,2.27591684591188,4.74447435769835,2.86969155265863,2.05277329459767,5.38328718729497,2.8393862031633,0,5.03455739168767,4.92991984556344,0,2.96906402647183,2.11815605386053,1.90759128475318,1.75604138662598,1.13309846473928,4.25747733836519,0.422856850820033,0.92676203174145
"5",0,3.66894523921312,0.947381318944186,5.12302368784362,0,5.50597317855945,3.05201310945258,2.4892830243878,0.456758402495715,5.39553959282399,2.72198770894599,4.65496235424937,2.24294682667431,0.422856850820033,3.00098162944013,2.3538783873816,0.422856850820033,0.422856850820033,0.719122666963206,2.71504323659318,2.80176421137371,2.58101395996534,3.09819385451594,0,0,4.93257891645596,0.422856850820033,1.72838985529547,0.581921545449721,2.07944154167984,0.422856850820033,3.69804782220082,3.05449758278024,2.79213331831275,2.00432091121173,0.719122666963206,6.19365322860212,2.085998942226,2.484906649788,5.86033627970124,5.32864235449939,0,4.65195332489776,2.65767984171326,0.816761136527122,1.42500887330058,2.0391676425419,4.82704978095118,2.4672070726886,0.744440474947496
"6",0.422856850820033,5.41211586628698,2.59682456599199,5.33475079802856,5.50597317855945,0,3.46573590279973,1.88387475813586,3.3132286087162,5.4074077596618,0,4.78880666736335,2.13073483606739,0.905708622543618,4.805314427108,3.12860555493396,1.19869574722509,0,1.28966752543082,2.25956770791035,3.89289383551915,4.11775265312012,3.90356629540992,0.744440474947496,0.456758402495715,4.80229392858718,0,3.3322045101752,3.53866837229076,2.56494935746154,1.06289420606603,2.78566080380713,2.28666963768815,3.96531430247837,3.00620357342129,0.967584026261706,5.19936899760504,1.79175946922805,0.884202417322654,5.43211188244733,3.08624628109482,1.79175946922805,4.28177003093423,3.55233601101942,3.57175409687652,0.967584026261706,0.719122666963206,4.23257978674346,1.7469089030627,3.11468421641536
"7",1.56642052735041,5.31811999384422,3.16258390857581,3.40819041715313,3.05201310945258,3.46573590279973,0,3.28997174655193,3.23764592755019,4.02816727213531,4.8387850371696,5.30330490805908,5.83634848917249,0.422856850820033,4.03097494828951,0,2.43083942851772,2.65767984171326,4.4580125416518,1.92309547128914,2.89037175789616,3.19544557305982,5.39625566875863,4.89193078137868,2.73914078817224,3.31514248489848,2.02537432040956,2.57702193869581,3.07415423532979,2.15542744865776,2.12446522305379,2.58101395996534,3.8590662784419,0.521296923633286,4.0291040403537,2.15542744865776,3.48043004473895,3.92665231544411,0.719122666963206,3.22517175332502,4.88160503435252,1.52146913948814,2.1675488091901,5.05086764112438,1.18269540587865,1.96821590656961,3.99093146684867,3.4607894788644,3.74266962870007,1.80915121193992
"8",0,3.1536353029998,3.01139839029839,2.02537432040956,2.4892830243878,1.88387475813586,3.28997174655193,0,0.422856850820033,3.53099373753765,4.06767631513994,2.863703510814,2.84245840220027,0.719122666963206,1.14990558305566,0,1.16643488500687,4.99685659174009,3.2293471247355,3.43398720448515,4.01590874993487,5.74989570900221,5.00676817730653,1.08091271156871,3.61375882364583,3.04952244814013,0.947381318944186,2.38827981409893,1.79175946922805,3.28209769012103,4.24246204124519,1.83468451394509,4.12032004862536,1.13309846473928,2.9332968026132,3.00880435512134,1.64052849950413,3.33782776772957,3.13320326418259,3.56730635047829,4.12458444741182,0.422856850820033,0.422856850820033,3.02426858081893,2.99836039596026,2.39789527279837,3.25200514862808,2.56898976699854,3.63203058988178,1.48637781967687
"9",2.60073846531312,3.38528192635626,4.56599157721157,0.581921545449721,0.456758402495715,3.3132286087162,3.23764592755019,0.422856850820033,0,0.947381318944186,0,3.8939662216809,1.98281470599076,2.4672070726886,2.79535393301279,0,2.96364395900249,1.14990558305566,1.06289420606603,0.719122666963206,1.55537069116382,0.719122666963206,3.1867875103167,3.42888081041057,0,4.39963387140663,0.422856850820033,3.52481133762933,1.02585293438568,0.422856850820033,0,1.73769224795778,2.34382805152809,0,3.71357206670431,3.2997279214973,2.57301391729827,2.22034699475707,0,0.719122666963206,4.56270210056117,2.64654800134442,0.422856850820033,2.70805020110221,0,0.719122666963206,3.25607019487625,1.37304913436987,0.422856850820033,3.99287510205724
"10",0.422856850820033,4.72131445269526,2.22604501587171,5.0712186353909,5.39553959282399,5.4074077596618,4.02816727213531,3.53099373753765,0.947381318944186,0,1.48637781967687,4.56817856550807,4.60306270364853,2.21461632004809,2.94996385509841,2.96635766487409,1.63027199933694,4.37873173877703,1.93836294341993,3.25607019487625,4.51317031054917,2.87564395118592,4.52521519376569,1.95340082078447,3.38528192635626,5.00429947564717,3.70584006942098,3.25200514862808,3.02426858081893,5.0712186353909,3.7148549405172,5.47910265616834,4.11173630493397,1.81773495563132,2.63905732961526,2.17355483325031,6.20423873241764,4.5621528009044,2.85767939621062,7.0009579764469,3.81365552526129,2.36382871823476,5.15693569206214,4.68310541132206,1.69995191997493,2.3538783873816,3.49650756146648,5.02871645427769,2.90488580078042,2.21461632004809
"11",0,2.79856420864304,1.35962611403773,2.77258872223978,2.72198770894599,0,4.8387850371696,4.06767631513994,0,1.48637781967687,0,5.12176858883982,0.422856850820033,0,0,0,2.38827981409893,4.0748576745486,0.947381318944186,0.862223510603879,1.6094379124341,4.77202182100991,2.6123890825331,1.28966752543082,2.74929315963626,2.20885261533134,0.422856850820033,0.422856850820033,0.422856850820033,2.80176421137371,0,1.7829488395459,0.422856850820033,0,1.95340082078447,0.456758402495715,1.47440162863016,2.67233211850013,0,1.2299482907292,4.85326305635025,2.22604501587171,0,1.13309846473928,0.967584026261706,3.21254000641911,2.62390552459466,3.29193061103726,0.422856850820033,3.0594480879401
"12",0,3.67962624863345,3.40295023048957,4.68893067051314,4.65496235424937,4.78880666736335,5.30330490805908,2.863703510814,3.8939662216809,4.56817856550807,5.12176858883982,0,3.54172180977765,1.26025364022453,3.87229690142853,2.4892830243878,1.49821227732388,3.98995823076212,2.96906402647183,2.1675488091901,2.92767881030898,3.03444678573468,4.2597103128695,3.29583686600433,3.3303230420755,3.17145314631659,2.60463710572878,2.07944154167984,2.80176421137371,5.68536835661893,1.83468451394509,3.61091791264422,2.73573362985063,0.456758402495715,2.52783169450503,1.28966752543082,5.32095395168578,3.90356629540992,0,4.46469746475369,4.92610886534127,3.01656636045683,0.422856850820033,3.52014932452352,0.719122666963206,2.4892830243878,2.51939282585917,3.7148549405172,2.34382805152809,3.64173267568823
